gamma sackin colless colless_corr colless_quad beta blum crown_age tree_height pigot_rho number_of_lineages nltt_base phylogenetic_div avg_ladder max_ladder cherries double_cherries four_prong il_number pitchforks stairs laplace_spectrum_a laplace_spectrum_p laplace_spectrum_e laplace_spectrum_g min_laplace max_laplace min_adj max_adj imbalance_steps j_one b1 b2 area_per_pair average_leaf_depth i_stat ew_colless max_del_width max_depth avg_vert_depth max_width mw_over_md tot_path tot_internal_path rogers stairs2 tot_coph var_depth symmetry_nodes mpd psv vpd mntd j_stat rquartet wiener max_betweenness max_closeness max_closenessW diameter eigen_centrality eigen_centralityW mean_branch_length var_branch_length mean_branch_length_int mean_branch_length_ext var_branch_length_int var_branch_length_ext treeness root_imbalance model
0.537657 3205 1421 0.03189603 114883 0.3250439 345.3791 10 10 -0.1066815 300 0.8126284 562.1149 2.217391 3 99 11 21 102 55 0.6086957 -0.8767316 5.161177 9.33177 1 0.0002811787 15.02085 0.002267252 6.865178 283 0.7702482 162.6019 6.076294 16.87663 10.68333 0.4597581 0.4552365 24 16 9.702838 78 4.875 5812 2607 182 0.6595253 100689 7.287347 183 16.65988 8.32994 15.45502 1.829076 0.05553293 331097589 2657514 107947 0.0001919386 0.0001930625 30 0.235144 0.7042929 0.9399915 0.8611379 0.9656158 0.9145381 0.9417398 0.7826508 0.5119122 0.9466667 PBD
-0.04011489 3026 1270 0.02850666 64276 0.3398012 345.823 10 10 -0.7259818 300 0.7836411 649.0767 2.166667 3 101 6 21 98 55 0.6053512 -0.8979849 5.688626 9.322596 579 0.0000791803 15.47413 0.001334878 7.20089 282 0.8158115 161.9434 6.619003 16.80767 10.08667 0.4781217 0.4595615 20 17 9.105175 96 5.647059 5454 2428 181 0.6537518 75475 6.614537 185 16.76156 8.38078 10.27196 2.034165 0.05587187 304457103 2623578 109735 0.0001973165 0.0002107966 30 0.2316905 0.6570496 1.085412 1.063955 1.154201 1.017083 1.266043 0.8573764 0.5299095 0.8166667 PBD
-2.027306 3078 1340 0.03007789 94624 0.5223145 339.1002 10 10 0.6342617 300 0.7993792 601.8624 2.222222 5 105 10 18 90 55 0.5819398 -0.5612086 4.143868 9.321587 1 0.0000393686 14.95333 0.0001497682 6.751704 281 0.8020291 166.0951 6.536217 16.47884 10.26 0.459269 0.439072 20 18 9.278798 86 4.777778 5558 2480 174 0.6680664 90623 6.487358 177 16.62955 8.314775 14.03518 2.008473 0.05543183 245122254 2628224 112995 0.0002043736 0.0002049114 30 0.2526334 0.68099 1.006459 0.8054173 1.008696 1.004236 0.9025769 0.7115913 0.4994356 0.8433333 PBD
-1.476166 3001 1067 0.02395008 45129 0.4472339 342.4373 10 10 0.5614878 300 0.8047593 585.7222 2.277778 3 104 8 15 92 53 0.6053512 -1.002879 4.75344 9.313511 1 0.0005561944 17.39837 0.0003468966 7.946585 285 0.8226077 164.5448 6.487305 17.06736 10.00333 0.452262 0.4384337 20 14 9.021703 96 6.857143 5404 2403 181 0.668479 65914 4.785942 183 16.78364 8.39182 17.98392 1.906664 0.05594547 410345169 2665552 107867 0.0001865324 0.0001876726 28 0.2457281 0.7018453 0.9794685 0.8613519 1.00578 0.953332 0.9479407 0.7768476 0.5117146 0.5366667 PBD
-0.829433 3032 1240 0.02783327 94564 0.6989746 343.2418 10 10 0.6342617 300 0.7901754 629.4739 2.333333 3 102 11 17 96 48 0.6020067 -1.439454 7.351348 9.323741 1 0.0004476755 12.79421 0.00050903 5.948988 283 0.8141971 162.656 6.449249 16.17249 10.10667 0.4746686 0.443639 22 16 9.125209 94 5.875 5466 2434 180 0.6590551 90616 5.052129 183 17.23842 8.61921 11.14207 2.075479 0.0574614 306672513 2720888 105885 0.0002057613 0.0001985257 27 0.236146 0.678453 1.052632 0.8651904 1.067624 1.03774 0.8237173 0.9088332 0.5054252 0.9266667 PBD
-1.402448 3045 1207 0.02709255 67429 0.3633203 344.7579 10 10 0.3195481 300 0.7737585 678.7246 2.526316 4 104 10 16 92 49 0.5819398 -0.8626895 5.20805 9.316667 8 0.0001953741 17.68927 0.01440412 7.796055 284 0.8107211 163.9619 6.392578 16.86446 10.15 0.4551988 0.4308226 24 15 9.168614 90 6 5492 2447 174 0.6723169 77042 5.271739 176 16.98414 8.49207 12.63704 2.245155 0.0566138 359922306 2645720 110391 0.0001950839 0.0002055129 30 0.2444445 0.6850711 1.134991 1.0854 1.147488 1.122577 1.301745 0.8738232 0.5038146 0.6633333 PBD
-1.50213 2908 1024 0.02298489 24980 0.4163184 346.0173 10 10 0.5614878 300 0.7848547 645.4358 2.310345 4 99 9 27 102 52 0.6187291 -1.787792 8.623037 9.310748 1 0.0006720675 15.26459 0.009655206 7.391606 283 0.8489153 160.9401 7.024109 16.89454 9.693333 0.47494 0.4594006 24 16 8.711185 94 5.875 5218 2310 185 0.655858 55886 5.109654 185 17.80296 8.901478 12.529 2.256941 0.05934319 392026872 2812589 116915 0.0001978239 0.0001898193 29 0.2191998 0.6609604 1.079324 0.9830037 1.029848 1.12847 0.8712675 1.092417 0.4754844 0.6366667 PBD
-1.119711 3113 1305 0.02929227 95547 0.3309148 346.7194 10 10 0.8381582 300 0.7914786 625.5641 2.391304 6 101 12 19 98 49 0.5986622 -1.736418 9.505518 9.330643 2 0.0005530227 22.18368 0.004694875 10.13542 283 0.7930118 162.6226 5.862457 16.69237 10.37667 0.4770341 0.4474734 24 16 9.395659 82 5.125 5628 2515 179 0.6580026 91067 6.008149 182 17.63 8.814999 11.951 2.156998 0.05876666 333440235 2793483 111535 0.0001975504 0.0001918837 29 0.2228714 0.7061475 1.046094 0.9390511 1.013471 1.078499 0.7593684 1.118558 0.4827874 0.9366667 PBD
0.1129201 2953 1145 0.02570088 56133 0.8668018 337.0957 10 10 0.7233296 300 0.8067123 579.8632 2.2 3 108 13 16 84 45 0.5785953 -1.656055 8.572254 9.315485 1 0.0002145512 19.11983 0.005790331 8.504776 283 0.8359789 166.6361 7.041748 16.50094 9.843333 0.4428272 0.4130686 30 16 8.861436 86 5.375 5308 2355 173 0.6801255 71440 6.232899 173 17.19271 8.596357 14.23749 1.82085 0.05730904 340229676 2742455 111579 0.00019992 0.000191302 28 0.2292143 0.7032672 0.9696709 0.8157072 1.029315 0.9104249 0.9129583 0.7147675 0.5289795 0.6866667 PBD
-1.050171 3405 1663 0.03732801 123143 -0.366875 363.4159 10 10 -0.7415351 300 0.7834195 649.7414 2.391304 6 104 16 18 92 39 0.5886288 -0.4130002 4.997157 9.311922 1 0.000101655 16.29566 0.0000526835 7.363831 280 0.7250061 161.8722 6.22818 18.03026 11.35 0.5112905 0.4424615 20 19 10.37062 54 2.842105 6212 2807 176 0.6489059 104719 12.32191 178 16.27044 8.135222 14.40918 2.29678 0.05423481 279717201 2535073 118287 0.0001823819 0.0002132342 31 0.2619816 0.645871 1.086524 1.157358 1.024243 1.14839 1.034311 1.275747 0.4697628 0.7666667 PBD
-0.4799263 3174 1438 0.03227761 100044 -0.00472168 353.2711 10 10 0.7233296 300 0.807917 576.2489 2.454545 5 102 11 20 96 47 0.6053512 -0.2851217 4.115555 9.323974 1 0.0000048642 12.5913 0.0009749616 6.048667 281 0.7777711 160.4896 6.396935 17.00013 10.58 0.5009122 0.4554539 16 18 9.599332 72 4 5750 2576 181 0.6475175 93285 8.090569 184 16.02319 8.011594 14.10677 1.991666 0.05341063 247191069 2534811 112521 0.0001966955 0.0002081878 30 0.2434778 0.6968883 0.9636269 0.8724958 0.9312047 0.995833 0.7791561 0.9660409 0.481561 0.8566667 PBD
-0.9035178 3144 1300 0.02918004 89374 0.2602686 345.9854 10 10 0.7233296 300 0.7866633 640.0102 2.454545 5 101 15 16 98 52 0.5953177 0.1180579 5.559707 9.320241 56 0.0001935671 14.48224 0.000840057 7.091383 282 0.7851926 163.4244 6.384384 17.03737 10.48 0.4651468 0.4424173 20 17 9.499165 78 4.588235 5690 2546 178 0.6659682 87965 6.959465 179 14.98987 7.494934 10.64962 2.096138 0.04996622 310715760 2311176 114051 0.0001927525 0.0002388931 30 0.2115325 0.7070246 1.070251 1.001089 1.092582 1.048069 0.9938746 1.010612 0.5087255 0.89 PBD
-0.8195076 3125 1367 0.03068394 69133 -0.06949707 356.443 10 10 0.5614878 300 0.7897726 630.6822 2.653846 4 98 9 23 104 49 0.6254181 -1.123675 5.359411 9.314109 2 0.0003199598 19.66707 0.0001709744 8.796525 282 0.7899666 157.4257 6.723557 17.36158 10.41667 0.5384833 0.484836 20 17 9.435726 78 4.588235 5652 2527 187 0.6296919 77854 8.625139 190 17.04011 8.520054 12.89092 2.135898 0.05680036 324656271 2684586 110997 0.0001880053 0.0001982892 32 0.2441912 0.7055115 1.054653 0.9468982 1.041267 1.067949 1.041388 0.8558516 0.4920029 0.7433333 PBD
0.48968 3309 1587 0.0356221 152471 0.3088501 340.9826 10 10 0.5614878 300 0.7981533 605.5401 2.166667 3 108 15 21 84 45 0.5618729 -1.127886 4.669193 9.318952 1 0.0002746143 16.26036 0.002689202 7.851858 282 0.7460398 167.5803 5.838226 16.7342 11.03 0.4428736 0.4125205 16 17 10.05008 76 4.470588 6020 2711 168 0.6825439 119431 8.470669 174 16.96196 8.480979 12.12375 1.853166 0.05653986 215417508 2685651 112795 0.0001984127 0.0002032598 27 0.2413804 0.6379333 1.012609 0.9419487 1.099212 0.926583 1.091654 0.7814951 0.5409472 0.84 PBD
-0.9093445 3201 1403 0.031492 114725 0.2926217 347.311 10 10 0.06144626 300 0.792357 622.9289 2.684211 6 100 6 16 100 54 0.6287625 -0.6887614 7.918092 9.325284 31 0.0004636736 13.97529 0.009019112 6.275411 282 0.7712107 160.6121 6.261108 16.8534 10.67 0.4802961 0.4650388 24 17 9.689482 94 5.529412 5804 2603 188 0.6471815 100612 7.017826 189 16.16918 8.084591 11.18964 2.059018 0.05389727 322455909 2532994 104919 0.0001887861 0.0002056429 32 0.2172533 0.7024367 1.041687 0.8478769 1.053947 1.029509 0.814375 0.8836918 0.5041927 0.9233333 PBD
-0.5397308 3090 1340 0.03007789 92412 0.6312549 339.9254 10 10 0.5614878 300 0.7900627 629.812 2.428571 4 105 17 20 90 45 0.5719064 -0.4087683 6.005344 9.312632 1 0.0002296361 12.16974 0.0201644 5.734853 282 0.7989144 165.7935 6.814072 16.60843 10.3 0.4584503 0.4215055 24 17 9.318865 76 4.470588 5582 2492 171 0.6776655 89511 8.16388 171 16.01506 8.007531 13.27822 2.011758 0.05338354 288300945 2501215 104011 0.000195427 0.0002169441 30 0.2517381 0.7068388 1.053197 0.9095265 1.100833 1.005879 0.9411274 0.8766708 0.520867 0.7466667 PBD
-0.04658667 3039 1161 0.02606002 26073 -0.227019 361.0926 10 10 0.2528683 300 0.7885841 634.2477 2.37931 4 99 7 25 102 48 0.6220736 -1.872608 8.111104 9.312125 1 0.0001195399 16.58393 0.0000024493 7.608824 281 0.8123217 157.0064 7.031723 17.74642 10.13 0.5407154 0.4856494 24 18 9.148581 80 4.444444 5480 2441 186 0.6277428 56367 8.421171 189 17.77729 8.888645 12.42211 2.029536 0.05925764 419678769 2814697 113543 0.0001833853 0.0001868475 35 0.2133184 0.7018748 1.060615 1.035218 1.106769 1.014768 1.265686 0.8055213 0.5200133 0.5233333 PBD
-1.849222 3405 1605 0.03602613 97209 -0.3344873 362.8761 10 10 0.2232881 300 0.7914478 625.6566 2.25 3 100 11 18 100 49 0.5986622 -1.294551 6.256598 9.307404 1 0.0001535593 18.40612 0.002640144 8.401772 282 0.7250061 159.6091 5.565918 18.60849 11.35 0.5153161 0.4639828 14 17 10.37062 78 4.588235 6212 2807 179 0.6415479 91752 8.736622 183 16.75584 8.377921 16.50871 2.242895 0.05585281 399685173 2636604 102915 0.0001630258 0.0001888988 34 0.2697025 0.6815842 1.046248 1.048431 0.9705446 1.121448 0.7786049 1.308573 0.4622701 0.5466667 PBD
0.2720261 3154 1378 0.03093084 49394 -0.2549902 362.672 10 10 0.8381582 300 0.8003782 598.8655 2.290323 4 96 9 24 108 50 0.638796 -1.634261 8.974814 9.31525 581 0.0000640077 16.97279 0.001541638 7.75466 281 0.7827031 156.2098 6.264961 17.99567 10.51333 0.5378773 0.4914391 26 18 9.532554 88 4.888889 5710 2556 191 0.6234806 67970 7.187113 192 17.22581 8.612903 14.07526 1.964407 0.05741935 395766354 2736990 116637 0.0001793722 0.0001927146 33 0.2528219 0.7024977 1.001447 0.960909 1.020821 0.9822033 1.00921 0.9153992 0.507968 0.6133333 PBD
-0.7558652 3039 1235 0.02772104 83401 0.1984375 350.7243 10 10 0.5614878 300 0.7960175 611.9475 2.5 4 101 7 22 98 49 0.6287625 -0.7405507 4.798794 9.32211 1 0.0004468768 15.3129 0.0002209107 7.115653 283 0.8123217 159.5794 5.915497 16.46821 10.13 0.505947 0.4674576 28 16 9.148581 92 5.75 5480 2441 188 0.6406048 85031 4.909465 189 16.23109 8.115547 11.70612 2.103438 0.05410365 290201925 2550690 116987 0.0002063558 0.0002106261 29 0.2439613 0.7025169 1.023324 0.9436026 0.9947372 1.051719 0.8568865 1.031271 0.4844071 0.9066667 PBD
0.03250692 2917 1017 0.02282777 36217 0.6871973 341.3143 10 10 0.6342617 300 0.790042 629.874 2.333333 3 101 7 20 98 55 0.6153846 -1.808854 9.503071 9.314449 2 0.0002862996 15.22896 0.0005946217 6.773643 282 0.8462961 162.5304 7.120346 16.70419 9.723333 0.4549208 0.4518703 26 17 8.741235 98 5.764706 5236 2319 184 0.662299 61500 5.531895 187 17.92384 8.961921 12.42464 1.962143 0.05974614 392217120 2843613 110897 0.000195848 0.0001876381 29 0.2214533 0.6628877 1.053301 0.9683186 1.126016 0.9810714 1.043482 0.8863926 0.5327297 0.6033333 PBD
1.133193 2912 990 0.02222172 18886 0.1049548 353.1303 10 10 0.3195481 300 0.7997096 600.8712 2.318182 6 100 9 17 100 52 0.6220736 -1.553221 5.672628 9.316084 2 0.0004239688 14.21855 0.0000046972 6.44969 284 0.8477492 160.1258 6.90741 17.05717 9.706667 0.4716176 0.4566672 32 15 8.724541 102 6.8 5226 2314 186 0.6501438 52837 4.622698 188 17.44125 8.720625 14.74141 1.873704 0.0581375 416745318 2774438 115657 0.0001942879 0.0001899503 29 0.2127133 0.6774572 1.004801 1.066266 1.073207 0.9368522 1.076132 1.050736 0.5322531 0.5666667 PBD
-1.503476 3216 1476 0.03313057 125720 0.1049548 351.2818 10 10 0.5614878 300 0.7818308 654.5077 2.6 5 100 11 19 100 51 0.6086957 -0.7991862 6.066902 9.319555 576 0.0003518 15.39098 0.0002069775 6.693977 280 0.7676137 160.4539 6.29512 16.70858 10.72 0.4973604 0.4632792 20 19 9.739566 82 4.315789 5834 2618 182 0.6469638 106102 8.764147 186 16.95118 8.47559 11.76374 2.171879 0.05650393 234640731 2654337 111837 0.0001984127 0.0002037913 30 0.236833 0.6629174 1.094495 0.984309 1.103107 1.08594 1.031283 0.9407944 0.502249 0.89 PBD
-0.6979741 3222 1460 0.03277143 121482 0.03355469 352.5378 10 10 -0.5614878 300 0.8057531 582.7407 2.666667 4 100 8 19 100 51 0.6254181 -0.9947531 6.181761 9.319723 1 0.0002501933 17.18939 0.0003069212 7.551404 281 0.7661842 159.5816 5.959435 16.84321 10.74 0.5207974 0.4760296 18 18 9.759599 86 4.777778 5846 2624 187 0.636114 103980 7.544214 190 16.79837 8.399184 14.00029 1.962798 0.05599456 276159561 2669983 116471 0.00019996 0.0002000763 31 0.244242 0.7034863 0.9744827 0.7815567 0.9675199 0.9813991 0.7776129 0.7879917 0.4947671 0.8 PBD
-0.1535925 3032 1244 0.02792305 75634 0.4560669 347.5669 10 10 0.4999584 300 0.7911485 626.5546 2.517241 6 98 8 25 104 49 0.638796 -0.8445252 5.656387 9.317849 1 0.000008417 14.85137 0.0000668355 6.864928 283 0.8141971 158.7203 6.693726 16.59456 10.10667 0.5096351 0.4765846 20 16 9.125209 82 5.125 5466 2434 191 0.6389779 81151 6.249454 192 16.95483 8.477413 12.31524 2.028523 0.05651608 297579765 2671763 113339 0.0002001201 0.0002013793 27 0.2498078 0.6454069 1.04775 0.8542827 1.081463 1.014262 0.7820998 0.9265819 0.5143624 0.7833333 PBD
-0.8868888 3672 1918 0.04305178 273810 -0.1431055 356.0075 10 10 1 300 0.7916209 625.1372 2.269231 3 98 10 23 104 53 0.6053512 -0.6507071 6.346569 9.332727 19 0.0003152876 18.05997 0.004285886 8.692781 281 0.6722891 159.8487 4.768349 16.45686 12.24 0.5123243 0.472 20 18 11.2621 84 4.666667 6746 3074 181 0.6448955 179919 8.871973 185 15.13111 7.565553 7.746084 2.179499 0.05043702 214021710 2345438 115101 0.0002028398 0.0002349357 29 0.2324566 0.692952 1.04538 1.12554 1.000712 1.08975 1.13539 1.115557 0.477035 0.9833333 PBD
-1.838246 2859 931 0.0208974 45877 1.152402 335.3102 10 10 0.7233296 300 0.8117944 564.6167 2.2 3 105 10 17 90 52 0.5852843 -0.2599158 6.767609 9.320411 1 0.0001208974 12.74687 0.0000199536 5.979539 283 0.8634647 166.356 6.802399 16.10085 9.53 0.4064297 0.4164323 32 16 8.547579 110 6.875 5120 2261 175 0.6879719 66359 3.741572 179 15.7007 7.850352 14.52829 1.926037 0.05233568 319320720 2483936 112457 0.0002107482 0.0002150206 27 0.2295698 0.6337399 0.944175 0.6873049 0.9252053 0.9630183 0.6783107 0.6978228 0.4883157 0.8133333 PBD
1.786032 3377 1623 0.03643016 182313 0.1101074 349.1223 10 10 0.7233296 300 0.7951284 614.6148 2.588235 4 103 11 13 94 50 0.5953177 -1.284762 7.882374 9.335832 7 0.0002328884 20.85791 0.0000050391 9.651604 280 0.7310174 162.8559 5.311378 16.52368 11.25667 0.4985573 0.4519682 28 19 10.27713 96 5.052632 6156 2779 178 0.6508331 134318 8.539253 179 16.83619 8.418097 11.78862 1.971876 0.05612065 284501544 2657644 105647 0.0001992429 0.0002032234 29 0.23 0.7044951 1.027784 1.229143 1.069911 0.9859381 1.15019 1.308154 0.5187531 0.9766667 PBD
0.1595764 3238 1518 0.03407331 136290 0.1984375 350.1583 10 10 0.6342617 300 0.804969 585.0931 2.458333 5 97 9 22 106 54 0.6086957 -0.9474003 3.838647 9.32811 1 0.0002976013 17.10315 0.0003016215 7.710562 281 0.7623983 159.4086 6.161385 16.62007 10.79333 0.4991779 0.4725469 20 18 9.813022 84 4.666667 5878 2640 182 0.6468736 111376 8.646109 187 16.95277 8.476385 15.60673 1.916066 0.05650924 241503759 2696271 108009 0.0001998002 0.0001940516 30 0.2460897 0.692149 0.9784166 0.9187711 0.9989371 0.9580329 0.9217931 0.9180054 0.5087793 0.94 PBD
-2.336981 3132 1370 0.03075127 95840 0.3926214 340.8472 10 10 0.8381582 300 0.8192459 542.2622 2.411765 4 106 14 15 88 50 0.5785953 0.008037808 5.964641 9.328724 1 0.0001750759 13.76347 0.002365237 6.442016 282 0.788201 166.3454 6.043289 16.81293 10.44 0.4639709 0.4295036 18 17 9.459098 84 4.941176 5666 2534 173 0.6702674 91204 6.193712 173 15.41157 7.705786 15.71394 1.899381 0.05137191 310162302 2445479 110169 0.0001950078 0.000209183 31 0.2002457 0.7047829 0.906793 0.6468699 0.8636075 0.9496906 0.5851702 0.7066153 0.4745952 0.91 PBD
0.6742492 3519 1825 0.04096429 216477 -0.01208252 351.558 10 10 0.7233296 300 0.8043854 586.8437 2.5 5 103 13 16 94 47 0.5919732 -0.2709863 4.867585 9.328681 570 0.0002580964 17.39796 0.008003073 7.751186 279 0.7015191 162.7949 5.545721 16.71177 11.73 0.4652152 0.4373419 22 20 10.75125 76 3.8 6440 2921 177 0.6619043 151329 11.40846 180 15.90526 7.952628 12.98491 1.896888 0.05301752 188056788 2507297 118607 0.0002004812 0.0002186924 31 0.2515223 0.6940692 0.9813439 1.005764 1.014465 0.9484439 0.9828233 1.029735 0.5151465 0.9266667 PBD
-1.344749 3397 1631 0.03660973 148121 -0.1328003 354.7412 10 10 -0.4519461 300 0.80216 593.5199 2.227273 4 100 10 18 100 55 0.6020067 -0.3802897 4.566824 9.337109 5 0.000188431 17.801 0.0006180415 8.289919 283 0.7267135 161.4626 5.348145 17.41982 11.32333 0.4885307 0.460565 14 16 10.34391 78 4.875 6196 2799 180 0.6509884 117212 7.931895 182 15.72343 7.861717 15.23153 2.072658 0.05241145 319980102 2470672 112087 0.0001858045 0.0002102825 30 0.2186852 0.7022743 0.9925082 0.8445203 0.9483932 1.036329 0.7322801 0.9549678 0.4761781 0.9833333 PBD
0.5416569 2953 1073 0.02408476 39283 0.5377722 342.8114 10 10 0.7233296 300 0.7988598 603.4205 2.444444 4 104 12 15 92 48 0.5919732 -1.300087 5.527919 9.314188 587 0.0002156456 16.82663 0.005297637 7.660203 284 0.8359789 164.3131 6.724365 16.87663 9.843333 0.4784394 0.4384855 28 15 8.861436 96 6.4 5308 2355 177 0.6620298 63015 4.714504 179 17.01601 8.508006 13.85301 1.952745 0.05672004 402188556 2696620 111601 0.0001915342 0.0001909288 29 0.2417077 0.7028725 1.009064 1.014586 1.041976 0.9763726 1.005519 1.024832 0.514581 0.5733333 PBD
-2.406216 3006 1164 0.02612736 37784 0.1483838 350.6248 10 10 0.7233296 300 0.7992816 602.1553 2.52381 4 101 10 19 98 49 0.6053512 -1.00283 5.913636 9.315635 583 0.0000297049 15.50718 0.00160222 6.944834 282 0.8212394 160.8129 6.828445 17.26457 10.02 0.4979897 0.4612217 20 17 9.038397 86 5.058824 5414 2408 181 0.6470744 62239 6.31398 185 17.02721 8.513603 16.31661 2.156239 0.05675736 403895751 2699388 107401 0.000187301 0.0001893141 31 0.2055648 0.7070914 1.006949 0.8363212 0.9353002 1.078119 0.8020062 0.8630051 0.4628697 0.5633333 PBD
-0.4154034 3186 1448 0.03250208 123316 0.4693164 340.4071 10 10 1 300 0.8106479 568.0563 2.25 3 104 11 22 92 52 0.5752508 -0.190473 3.403283 9.32945 589 0.0001865463 16.3069 0.0000196442 7.182654 280 0.7748417 165.4091 6.383415 16.56152 10.62 0.4777706 0.4424058 16 19 9.639399 80 4.210526 5774 2588 172 0.6666362 104915 8.590903 176 15.57941 7.789705 14.95929 1.839609 0.05193137 259911657 2460112 114587 0.0002 0.0002161239 30 0.2265187 0.6893684 0.9499269 0.8661537 0.9802514 0.9198045 0.940728 0.7931482 0.5142359 0.93 PBD
-1.557572 3296 1504 0.03375906 123892 -0.09305176 355.1139 10 10 0.4466592 300 0.7720172 683.9484 2.357143 4 97 7 23 106 57 0.632107 -0.2165499 5.590387 9.316903 23 0.0000787372 17.71243 0.003699508 7.680574 280 0.7489823 158.6829 5.980801 17.28446 10.98667 0.5136467 0.4851933 18 19 10.00668 82 4.315789 5994 2698 189 0.6358214 105148 8.508183 191 16.03404 8.017018 12.61668 2.463859 0.05344678 279637617 2472137 118977 0.0001949698 0.0002230365 31 0.2506642 0.6910725 1.143726 1.163795 1.054932 1.231929 0.9865108 1.328122 0.4596394 0.7966667 PBD
-1.78885 3316 1542 0.03461202 103808 -0.1107178 354.2775 10 10 0.7233296 300 0.8079181 576.2458 2.26087 3 101 10 20 98 51 0.5953177 -0.4018364 4.255837 9.315669 593 0.0002437274 15.26308 0.001882462 6.8133 278 0.7444649 161.1493 6.345881 17.86604 11.05333 0.4901856 0.4550941 18 21 10.07346 68 3.238095 6034 2718 178 0.6545009 95096 11.45534 181 16.07642 8.038209 17.9945 2.048776 0.05358806 333807537 2544362 113297 0.0001783803 0.0002043381 35 0.2604722 0.682424 0.9636218 0.822476 0.902448 1.024388 0.7732857 0.8666535 0.4666923 0.6866667 PBD
-1.360707 3074 1252 0.02810262 96928 0.3397656 348.6554 10 10 0.5614878 300 0.8092803 572.1592 2.434783 4 98 13 19 104 53 0.5886288 -0.4960347 4.698383 9.321104 1 0.0001559767 16.87428 0.002542248 7.42635 283 0.8030727 160.9782 6.223816 16.40071 10.24667 0.473691 0.4526593 22 16 9.265442 90 5.625 5550 2476 176 0.6639446 91777 5.537614 183 16.47397 8.236983 16.20277 1.959376 0.05491322 253497768 2618134 112129 0.0002063983 0.0001976112 27 0.2546408 0.7010207 0.956788 0.7576519 0.9337345 0.9796878 0.7078609 0.808588 0.4863207 0.8366667 PBD
-0.9231759 2910 966 0.02168301 32004 0.6040198 341.3454 10 10 -0.8904583 300 0.7974568 607.6295 2.409091 4 104 8 19 92 51 0.6020067 -1.356397 6.522362 9.321321 580 0.0004662136 17.59831 0.000167013 7.870069 286 0.8483318 164.0751 6.899902 16.7513 9.7 0.4537546 0.4364056 20 13 8.717863 98 7.538462 5222 2312 180 0.6695974 59397 4.157191 184 17.29598 8.647988 14.22466 1.928335 0.05765325 408524478 2744320 112479 0.0001948558 0.0001864985 26 0.2388757 0.706878 1.016103 0.8185061 1.068387 0.9641675 0.8247495 0.8096113 0.5239693 0.5666667 PBD
-1.485054 3295 1581 0.03548742 86449 -0.2844336 360.7874 10 10 0.7233296 300 0.8126165 562.1506 2.578947 4 101 9 16 98 48 0.6086957 -1.045614 5.421574 9.316777 2 0.0001983944 15.37511 0.0007344484 7.121859 279 0.7492096 159.572 5.822851 18.11262 10.98333 0.5203438 0.4661809 18 20 10.00334 84 4.2 5992 2697 182 0.637718 86427 9.514771 184 16.62574 8.312868 18.79359 2.069266 0.05541912 334054452 2651367 107367 0.0001767409 0.0001913578 34 0.2489137 0.6728254 0.9400512 0.842819 0.8448349 1.034633 0.6590156 1.0102 0.4478529 0.69 PBD
-1.965344 2995 1195 0.02682319 59105 0.422207 344.8261 10 10 0.3195481 300 0.7812674 656.1977 2.384615 5 100 11 23 100 52 0.5919732 -0.9267242 7.481984 9.316306 18 0.0004153437 20.73459 0.0001867436 9.539472 283 0.8242556 162.2076 6.501251 16.71561 9.983333 0.4864206 0.4565974 28 16 9.001669 104 6.5 5392 2397 177 0.6580394 72905 4.825808 180 16.69079 8.345393 12.94198 2.335295 0.05563595 304324155 2606608 112061 0.0002007226 0.0002033374 28 0.2363883 0.7054578 1.097321 0.9988264 1.026522 1.167647 0.7608119 1.228631 0.4661758 0.8166667 PBD
0.6135395 3309 1515 0.03400597 117993 -0.003249512 350.7026 10 10 0.7233296 300 0.7891068 632.6797 2.434783 6 99 9 21 102 56 0.6187291 -1.486352 5.720377 9.329566 570 0.0004659456 20.40147 0.0001683909 9.457732 281 0.7460398 161.3935 5.400322 17.50294 11.03 0.4816216 0.4692923 16 18 10.05008 84 4.666667 6020 2711 185 0.6484186 102192 7.49408 187 17.65004 8.825021 14.05751 2.128541 0.05883348 346645695 2792810 109091 0.0001842978 0.0001893601 32 0.2157195 0.6479937 1.057993 1.172578 1.051673 1.064271 0.9906348 1.357146 0.495351 0.9533333 PBD
-0.7273632 3248 1468 0.032951 119260 -0.1166064 358.3936 10 10 -0.4571638 300 0.7783123 665.063 2.47619 6 98 9 15 104 51 0.6220736 -0.8689821 4.292402 9.324979 592 0.0002310584 18.41968 0.003065564 8.823101 282 0.760051 158.0959 6.108124 17.06667 10.82667 0.4979031 0.4695786 20 17 9.846411 80 4.705882 5898 2650 186 0.6394787 102856 7.882899 189 17.08761 8.543804 12.8145 2.340506 0.0569587 273937029 2672479 107227 0.0001927154 0.0001984561 30 0.2430345 0.7064054 1.112146 1.290967 1.053648 1.170253 1.189961 1.388816 0.4721163 0.89 PBD
